,stimulus,modtheta,flipped,model,lower,median,upper
292,1,120.0,flipped,hc,17.044593908,16.6017410705,16.2021775575
293,1,120.0,flipped,oc,27.1306538092,26.4581972872,25.8571880765
294,1,120.0,flipped,th,17.2844540282,15.2511221656,13.4402383236
295,1,120.0,same,bq,23.518549456,21.9003293831,20.5507078597
296,1,120.0,same,bqp,24.7201189913,23.1738081606,21.7969271295
297,1,120.0,same,exp,3005.9141632,2719.01664056,2467.79982939
298,1,120.0,same,expA,3403.74440216,2917.2194601,2519.76549091
299,1,120.0,same,expB,2892.91582639,2547.13733636,2257.62846323
300,1,120.0,same,gs,722.0,722.0,722.0
301,1,120.0,same,hc,16.1952533489,15.7530818267,15.2926312719
302,1,120.0,same,oc,26.896057118,26.004351072,25.2252001447
303,1,120.0,same,th,25.8843668479,21.5036192534,18.3133617334
304,1,140.0,flipped,bq,20.4458062989,18.9973472855,17.6621663467
305,1,140.0,flipped,bqp,22.0856496348,20.6073440562,19.2653924041
306,1,140.0,flipped,exp,3445.99882618,3093.10571323,2753.26806436
307,1,140.0,flipped,expA,3802.59594578,3239.67092175,2740.01343904
308,1,140.0,flipped,expB,3455.90171346,2947.63677573,2535.19960368
309,1,140.0,flipped,gs,722.0,722.0,722.0
310,1,140.0,flipped,hc,19.8622707415,18.7320179174,17.9069550893
311,1,140.0,flipped,oc,30.9565984348,30.2103703164,29.548240149
312,1,140.0,flipped,th,17.2427992612,14.5860370795,12.6626104067
313,1,140.0,same,bq,22.3765951697,20.6967127176,19.0717011246
314,1,140.0,same,bqp,23.250214537,21.5851657114,19.9942957438
315,1,140.0,same,exp,3378.68862645,3074.43208482,2780.72270316
316,1,140.0,same,expA,3709.80556215,3181.77682388,2708.11264408
317,1,140.0,same,expB,3344.58378689,2932.47306131,2579.6408019
318,1,140.0,same,gs,722.0,722.0,722.0
319,1,140.0,same,hc,19.3291970897,18.3637650209,17.4018576673
320,1,140.0,same,oc,31.1522285009,30.4148332763,29.598517005
321,1,140.0,same,th,16.3160542499,14.2590795261,12.517867557
322,1,160.0,flipped,bq,23.6110102019,21.9798767017,20.5637351864
323,1,160.0,flipped,bqp,22.798757086,21.4257883019,20.1677406744
324,1,160.0,flipped,exp,3397.53778034,3095.38816649,2825.06731686
325,1,160.0,flipped,expA,3289.13270585,2904.38418948,2561.86978692
326,1,160.0,flipped,expB,3785.360557,3331.19912174,2963.85302828
327,1,160.0,flipped,gs,722.0,722.0,722.0
328,1,160.0,flipped,hc,20.0275452278,18.9513749507,17.8989312059
329,1,160.0,flipped,oc,35.9288595233,35.2086378525,34.4564925445
330,1,160.0,flipped,th,28.487564383,23.5593289416,19.4866773024
331,1,160.0,same,bq,24.8518778527,23.3852439854,21.8700528693
332,1,160.0,same,bqp,23.2388988441,21.8042141108,20.7024245127
333,1,160.0,same,exp,3592.1060682,3194.4487098,2829.05736198
334,1,160.0,same,expA,3367.18746801,2835.51513897,2388.8283556
335,1,160.0,same,expB,4162.38172307,3579.52919098,3082.64206833
336,1,160.0,same,gs,722.0,722.0,722.0
337,1,160.0,same,hc,19.7580106827,18.8931860914,17.9913267192
338,1,160.0,same,oc,35.5039042183,34.6569955923,33.79828153
339,1,160.0,same,th,27.4082109624,22.8131426779,19.2612556026
340,1,180.0,flipped,bq,25.5159804558,23.9441112915,22.4922982826
341,1,180.0,flipped,bqp,25.9755791317,24.3948377139,22.7954670819
342,1,180.0,flipped,exp,3743.41753632,3394.00410789,3092.17335095
343,1,180.0,flipped,expA,3873.18279865,3312.79134044,2834.56484276
344,1,180.0,flipped,expB,3947.00002073,3503.98977894,3088.88786864
345,1,180.0,flipped,gs,722.0,722.0,722.0
346,1,180.0,flipped,hc,22.6218514022,21.9736941277,21.3274268521
347,1,180.0,flipped,oc,40.5345544945,39.6967645622,38.7806137652
348,1,180.0,flipped,th,39.5295101683,35.7963225357,32.8412512829
349,1,180.0,same,bq,25.8682047299,24.1942436055,22.7098932644
350,1,180.0,same,bqp,24.7872408862,23.3974523476,22.0102490267
351,1,180.0,same,exp,3511.68431086,3136.54517961,2863.48641492
352,1,180.0,same,expA,3621.03827605,2992.41944826,2515.82763719
353,1,180.0,same,expB,3655.90058886,3254.22393555,2915.48223191
354,1,180.0,same,gs,722.0,722.0,722.0
355,1,180.0,same,hc,22.5873107909,21.9060124929,21.2786069777
356,1,180.0,same,oc,39.7509168921,38.5607831039,37.2981968278
357,1,180.0,same,th,40.7144942505,36.9342765409,33.77380091
358,2,0.0,flipped,bq,18.1284683619,17.2245351722,16.4325736785
359,2,0.0,flipped,bqp,18.9824066516,17.9527143122,17.1158385577
360,2,0.0,flipped,exp,1725.2116964,1579.89466019,1450.77697915
361,2,0.0,flipped,expA,1827.46062896,1597.05018552,1403.76405964
362,2,0.0,flipped,expB,1746.71187895,1566.94769223,1418.08740422
363,2,0.0,flipped,gs,722.0,722.0,722.0
364,2,0.0,flipped,hc,11.9348164778,11.5264432805,11.1267934174
365,2,0.0,flipped,oc,1.0,1.0,1.0
366,2,0.0,flipped,th,2.0,2.0,2.0
367,2,0.0,same,bq,17.2603233345,16.327652127,15.4863210919
368,2,0.0,same,bqp,17.3276710256,16.4174157741,15.6747288341
369,2,0.0,same,exp,1241.44899583,1169.30057561,1107.37045818
370,2,0.0,same,expA,1355.4877292,1244.35866069,1145.66813991
